  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#54   | ECONOMY PLATED BRASS      |     14 |            4
 Brand#54   | ECONOMY PLATED BRASS      |     21 |            4
 Brand#54   | ECONOMY PLATED COPPER     |      2 |            4
 Brand#54   | ECONOMY PLATED COPPER     |     12 |            4
 Brand#54   | ECONOMY PLATED NICKEL     |     14 |            4
 Brand#54   | ECONOMY PLATED NICKEL     |     17 |            4
 Brand#54   | ECONOMY PLATED STEEL      |      6 |            4
 Brand#54   | ECONOMY PLATED STEEL      |     13 |            4
 Brand#54   | ECONOMY PLATED STEEL      |     14 |            4
 Brand#54   | ECONOMY PLATED STEEL      |     17 |            4
 Brand#54   | ECONOMY PLATED STEEL      |     49 |            4
 Brand#54   | ECONOMY PLATED TIN        |     12 |            4
 Brand#54   | ECONOMY PLATED TIN        |     14 |            4
 Brand#54   | ECONOMY PLATED TIN        |     17 |            4
 Brand#54   | ECONOMY PLATED TIN        |     21 |            4
 Brand#54   | ECONOMY POLISHED BRASS    |      2 |            4
 Brand#54   | ECONOMY POLISHED BRASS    |     12 |            4
 Brand#54   | ECONOMY POLISHED BRASS    |     21 |            4
 Brand#54   | ECONOMY POLISHED COPPER   |     12 |            4
 Brand#54   | ECONOMY POLISHED COPPER   |     14 |            4
 Brand#54   | ECONOMY POLISHED COPPER   |     17 |            4
 Brand#54   | ECONOMY POLISHED COPPER   |     21 |            4
 Brand#54   | ECONOMY POLISHED NICKEL   |      6 |            4
 Brand#54   | ECONOMY POLISHED STEEL    |      2 |            4
 Brand#54   | ECONOMY POLISHED STEEL    |      6 |            4
 Brand#54   | ECONOMY POLISHED STEEL    |     21 |            4
 Brand#54   | ECONOMY POLISHED TIN      |     12 |            4
 Brand#54   | ECONOMY POLISHED TIN      |     14 |            4
 Brand#54   | ECONOMY POLISHED TIN      |     17 |            4
 Brand#54   | ECONOMY POLISHED TIN      |     49 |            4
 Brand#54   | LARGE ANODIZED BRASS      |      6 |            4
 Brand#54   | LARGE ANODIZED BRASS      |     12 |            4
 Brand#54   | LARGE ANODIZED BRASS      |     14 |            4
 Brand#54   | LARGE ANODIZED BRASS      |     49 |            4
 Brand#54   | LARGE ANODIZED COPPER     |      6 |            4
 Brand#54   | LARGE ANODIZED COPPER     |     13 |            4
 Brand#54   | LARGE ANODIZED NICKEL     |      6 |            4
 Brand#54   | LARGE ANODIZED NICKEL     |     14 |            4
 Brand#54   | LARGE ANODIZED NICKEL     |     17 |            4
 Brand#54   | LARGE ANODIZED STEEL      |      2 |            4
 Brand#54   | LARGE ANODIZED STEEL      |     12 |            4
 Brand#54   | LARGE ANODIZED STEEL      |     21 |            4
 Brand#54   | LARGE ANODIZED TIN        |      6 |            4
 Brand#54   | LARGE ANODIZED TIN        |     13 |            4
 Brand#54   | LARGE ANODIZED TIN        |     17 |            4
 Brand#54   | LARGE ANODIZED TIN        |     21 |            4
 Brand#54   | LARGE BRUSHED BRASS       |     12 |            4
 Brand#54   | LARGE BRUSHED BRASS       |     21 |            4
 Brand#54   | LARGE BRUSHED COPPER      |      2 |            4
 Brand#54   | LARGE BRUSHED COPPER      |     49 |            4
 Brand#54   | LARGE BRUSHED NICKEL      |      2 |            4
 Brand#54   | LARGE BRUSHED NICKEL      |     12 |            4
 Brand#54   | LARGE BRUSHED NICKEL      |     14 |            4
 Brand#54   | LARGE BRUSHED NICKEL      |     17 |            4
 Brand#54   | LARGE BRUSHED NICKEL      |     49 |            4
 Brand#54   | LARGE BRUSHED STEEL       |     12 |            4
 Brand#54   | LARGE BRUSHED STEEL       |     21 |            4
 Brand#54   | LARGE BRUSHED TIN         |     14 |            4
 Brand#54   | LARGE BRUSHED TIN         |     21 |            4
 Brand#54   | LARGE BURNISHED BRASS     |     12 |            4
 Brand#54   | LARGE BURNISHED BRASS     |     13 |            4
 Brand#54   | LARGE BURNISHED BRASS     |     14 |            4
 Brand#54   | LARGE BURNISHED COPPER    |      6 |            4
 Brand#54   | LARGE BURNISHED COPPER    |     17 |            4
 Brand#54   | LARGE BURNISHED COPPER    |     21 |            4
 Brand#54   | LARGE BURNISHED NICKEL    |     13 |            4
 Brand#54   | LARGE BURNISHED STEEL     |      6 |            4
 Brand#54   | LARGE BURNISHED STEEL     |     12 |            4
 Brand#54   | LARGE BURNISHED STEEL     |     17 |            4
 Brand#54   | LARGE BURNISHED TIN       |      2 |            4
 Brand#54   | LARGE BURNISHED TIN       |     21 |            4
 Brand#54   | LARGE PLATED BRASS        |      2 |            4
 Brand#54   | LARGE PLATED BRASS        |     14 |            4
 Brand#54   | LARGE PLATED BRASS        |     17 |            4
 Brand#54   | LARGE PLATED BRASS        |     21 |            4
 Brand#54   | LARGE PLATED COPPER       |      2 |            4
 Brand#54   | LARGE PLATED COPPER       |     14 |            4
 Brand#54   | LARGE PLATED NICKEL       |     12 |            4
 Brand#54   | LARGE PLATED NICKEL       |     13 |            4
 Brand#54   | LARGE PLATED NICKEL       |     14 |            4
 Brand#54   | LARGE PLATED NICKEL       |     49 |            4
 Brand#54   | LARGE PLATED STEEL        |     21 |            4
 Brand#54   | LARGE PLATED TIN          |     12 |            4
 Brand#54   | LARGE PLATED TIN          |     14 |            4
 Brand#54   | LARGE PLATED TIN          |     17 |            4
 Brand#54   | LARGE PLATED TIN          |     49 |            4
 Brand#54   | LARGE POLISHED BRASS      |      6 |            4
 Brand#54   | LARGE POLISHED BRASS      |     12 |            4
 Brand#54   | LARGE POLISHED BRASS      |     14 |            4
 Brand#54   | LARGE POLISHED COPPER     |      6 |            4
 Brand#54   | LARGE POLISHED COPPER     |     14 |            4
 Brand#54   | LARGE POLISHED COPPER     |     21 |            4
 Brand#54   | LARGE POLISHED COPPER     |     49 |            4
 Brand#54   | LARGE POLISHED NICKEL     |      6 |            4
 Brand#54   | LARGE POLISHED NICKEL     |     13 |            4
 Brand#54   | LARGE POLISHED NICKEL     |     21 |            4
 Brand#54   | LARGE POLISHED NICKEL     |     49 |            4
 Brand#54   | LARGE POLISHED STEEL      |      2 |            4
 Brand#54   | LARGE POLISHED STEEL      |      6 |            4
 Brand#54   | LARGE POLISHED STEEL      |     12 |            4
 Brand#54   | LARGE POLISHED STEEL      |     13 |            4
 Brand#54   | LARGE POLISHED STEEL      |     21 |            4
 Brand#54   | LARGE POLISHED TIN        |     12 |            4
 Brand#54   | LARGE POLISHED TIN        |     13 |            4
 Brand#54   | MEDIUM ANODIZED BRASS     |     13 |            4
 Brand#54   | MEDIUM ANODIZED COPPER    |      2 |            4
 Brand#54   | MEDIUM ANODIZED COPPER    |      6 |            4
 Brand#54   | MEDIUM ANODIZED COPPER    |     13 |            4
 Brand#54   | MEDIUM ANODIZED COPPER    |     14 |            4
 Brand#54   | MEDIUM ANODIZED COPPER    |     17 |            4
 Brand#54   | MEDIUM ANODIZED COPPER    |     21 |            4
 Brand#54   | MEDIUM ANODIZED NICKEL    |      2 |            4
 Brand#54   | MEDIUM ANODIZED NICKEL    |     17 |            4
 Brand#54   | MEDIUM ANODIZED STEEL     |      2 |            4
 Brand#54   | MEDIUM ANODIZED STEEL     |     14 |            4
 Brand#54   | MEDIUM ANODIZED STEEL     |     17 |            4
 Brand#54   | MEDIUM ANODIZED TIN       |     14 |            4
 Brand#54   | MEDIUM ANODIZED TIN       |     49 |            4
 Brand#54   | MEDIUM BRUSHED BRASS      |      6 |            4
 Brand#54   | MEDIUM BRUSHED COPPER     |     17 |            4
 Brand#54   | MEDIUM BRUSHED COPPER     |     21 |            4
 Brand#54   | MEDIUM BRUSHED COPPER     |     49 |            4
 Brand#54   | MEDIUM BRUSHED NICKEL     |      6 |            4
 Brand#54   | MEDIUM BRUSHED NICKEL     |     17 |            4
 Brand#54   | MEDIUM BRUSHED NICKEL     |     49 |            4
 Brand#54   | MEDIUM BRUSHED STEEL      |      2 |            4
 Brand#54   | MEDIUM BRUSHED STEEL      |      6 |            4
 Brand#54   | MEDIUM BRUSHED STEEL      |     14 |            4
 Brand#54   | MEDIUM BRUSHED STEEL      |     17 |            4
 Brand#54   | MEDIUM BRUSHED TIN        |      2 |            4
 Brand#54   | MEDIUM BRUSHED TIN        |      6 |            4
 Brand#54   | MEDIUM BRUSHED TIN        |     17 |            4
 Brand#54   | MEDIUM BURNISHED BRASS    |      6 |            4
 Brand#54   | MEDIUM BURNISHED BRASS    |     14 |            4
 Brand#54   | MEDIUM BURNISHED COPPER   |     17 |            4
 Brand#54   | MEDIUM BURNISHED COPPER   |     49 |            4
 Brand#54   | MEDIUM BURNISHED NICKEL   |      2 |            4
 Brand#54   | MEDIUM BURNISHED NICKEL   |     14 |            4
 Brand#54   | MEDIUM BURNISHED NICKEL   |     17 |            4
 Brand#54   | MEDIUM BURNISHED STEEL    |     13 |            4
 Brand#54   | MEDIUM BURNISHED TIN      |     14 |            4
 Brand#54   | MEDIUM BURNISHED TIN      |     21 |            4
 Brand#54   | MEDIUM BURNISHED TIN      |     49 |            4
 Brand#54   | MEDIUM PLATED BRASS       |     12 |            4
 Brand#54   | MEDIUM PLATED BRASS       |     14 |            4
 Brand#54   | MEDIUM PLATED COPPER      |      2 |            4
 Brand#54   | MEDIUM PLATED COPPER      |      6 |            4
 Brand#54   | MEDIUM PLATED COPPER      |     13 |            4
 Brand#54   | MEDIUM PLATED COPPER      |     21 |            4
 Brand#54   | MEDIUM PLATED NICKEL      |     12 |            4
 Brand#54   | MEDIUM PLATED NICKEL      |     21 |            4
 Brand#54   | MEDIUM PLATED STEEL       |      2 |            4
 Brand#54   | MEDIUM PLATED STEEL       |     12 |            4
 Brand#54   | MEDIUM PLATED STEEL       |     17 |            4
 Brand#54   | MEDIUM PLATED STEEL       |     21 |            4
 Brand#54   | MEDIUM PLATED STEEL       |     49 |            4
 Brand#54   | MEDIUM PLATED TIN         |     12 |            4
 Brand#54   | MEDIUM PLATED TIN         |     14 |            4
 Brand#54   | MEDIUM PLATED TIN         |     17 |            4
 Brand#54   | MEDIUM POLISHED BRASS     |     12 |            4
 Brand#54   | MEDIUM POLISHED BRASS     |     13 |            4
 Brand#54   | MEDIUM POLISHED BRASS     |     14 |            4
 Brand#54   | MEDIUM POLISHED COPPER    |      2 |            4
 Brand#54   | MEDIUM POLISHED COPPER    |     49 |            4
 Brand#54   | MEDIUM POLISHED NICKEL    |      6 |            4
 Brand#54   | MEDIUM POLISHED NICKEL    |     12 |            4
 Brand#54   | MEDIUM POLISHED STEEL     |      2 |            4
 Brand#54   | MEDIUM POLISHED STEEL     |      6 |            4
 Brand#54   | MEDIUM POLISHED STEEL     |     13 |            4
 Brand#54   | PROMO ANODIZED BRASS      |      6 |            4
 Brand#54   | PROMO ANODIZED BRASS      |     12 |            4
 Brand#54   | PROMO ANODIZED BRASS      |     13 |            4
 Brand#54   | PROMO ANODIZED BRASS      |     21 |            4
 Brand#54   | PROMO ANODIZED COPPER     |      2 |            4
 Brand#54   | PROMO ANODIZED NICKEL     |     12 |            4
 Brand#54   | PROMO ANODIZED NICKEL     |     13 |            4
 Brand#54   | PROMO ANODIZED NICKEL     |     17 |            4
 Brand#54   | PROMO ANODIZED NICKEL     |     21 |            4
 Brand#54   | PROMO ANODIZED NICKEL     |     49 |            4
 Brand#54   | PROMO ANODIZED STEEL      |     21 |            4
 Brand#54   | PROMO ANODIZED STEEL      |     49 |            4
 Brand#54   | PROMO ANODIZED TIN        |      6 |            4
 Brand#54   | PROMO ANODIZED TIN        |     12 |            4
 Brand#54   | PROMO ANODIZED TIN        |     13 |            4
 Brand#54   | PROMO ANODIZED TIN        |     17 |            4
 Brand#54   | PROMO ANODIZED TIN        |     21 |            4
 Brand#54   | PROMO BRUSHED BRASS       |      2 |            4
 Brand#54   | PROMO BRUSHED BRASS       |     13 |            4
 Brand#54   | PROMO BRUSHED BRASS       |     17 |            4
 Brand#54   | PROMO BRUSHED BRASS       |     21 |            4
 Brand#54   | PROMO BRUSHED COPPER      |      6 |            4
 Brand#54   | PROMO BRUSHED COPPER      |     12 |            4
 Brand#54   | PROMO BRUSHED COPPER      |     13 |            4
 Brand#54   | PROMO BRUSHED COPPER      |     17 |            4
 Brand#54   | PROMO BRUSHED COPPER      |     21 |            4
 Brand#54   | PROMO BRUSHED NICKEL      |      2 |            4
 Brand#54   | PROMO BRUSHED NICKEL      |     14 |            4
 Brand#54   | PROMO BRUSHED NICKEL      |     49 |            4
 Brand#54   | PROMO BRUSHED STEEL       |      6 |            4
 Brand#54   | PROMO BRUSHED STEEL       |     12 |            4
 Brand#54   | PROMO BRUSHED STEEL       |     13 |            4
 Brand#54   | PROMO BRUSHED STEEL       |     17 |            4
 Brand#54   | PROMO BRUSHED TIN         |     17 |            4
 Brand#54   | PROMO BURNISHED BRASS     |      2 |            4
 Brand#54   | PROMO BURNISHED BRASS     |     17 |            4
 Brand#54   | PROMO BURNISHED BRASS     |     21 |            4
 Brand#54   | PROMO BURNISHED COPPER    |      6 |            4
 Brand#54   | PROMO BURNISHED COPPER    |     17 |            4
 Brand#54   | PROMO BURNISHED NICKEL    |      6 |            4
 Brand#54   | PROMO BURNISHED NICKEL    |     12 |            4
 Brand#54   | PROMO BURNISHED NICKEL    |     13 |            4
 Brand#54   | PROMO BURNISHED NICKEL    |     14 |            4
 Brand#54   | PROMO BURNISHED NICKEL    |     21 |            4
 Brand#54   | PROMO BURNISHED STEEL     |     12 |            4
 Brand#54   | PROMO BURNISHED STEEL     |     49 |            4
 Brand#54   | PROMO BURNISHED TIN       |     12 |            4
 Brand#54   | PROMO BURNISHED TIN       |     17 |            4
 Brand#54   | PROMO BURNISHED TIN       |     49 |            4
 Brand#54   | PROMO PLATED BRASS        |      6 |            4
 Brand#54   | PROMO PLATED BRASS        |     12 |            4
 Brand#54   | PROMO PLATED BRASS        |     14 |            4
 Brand#54   | PROMO PLATED BRASS        |     21 |            4
 Brand#54   | PROMO PLATED COPPER       |      6 |            4
 Brand#54   | PROMO PLATED COPPER       |     14 |            4
 Brand#54   | PROMO PLATED NICKEL       |      2 |            4
 Brand#54   | PROMO PLATED STEEL        |     12 |            4
 Brand#54   | PROMO PLATED STEEL        |     13 |            4
 Brand#54   | PROMO PLATED STEEL        |     14 |            4
 Brand#54   | PROMO PLATED STEEL        |     21 |            4
 Brand#54   | PROMO POLISHED BRASS      |      6 |            4
 Brand#54   | PROMO POLISHED BRASS      |     12 |            4
 Brand#54   | PROMO POLISHED BRASS      |     13 |            4
 Brand#54   | PROMO POLISHED BRASS      |     21 |            4
 Brand#54   | PROMO POLISHED BRASS      |     49 |            4
 Brand#54   | PROMO POLISHED COPPER     |      2 |            4
 Brand#54   | PROMO POLISHED COPPER     |      6 |            4
 Brand#54   | PROMO POLISHED COPPER     |     12 |            4
 Brand#54   | PROMO POLISHED COPPER     |     49 |            4
 Brand#54   | PROMO POLISHED NICKEL     |      6 |            4
 Brand#54   | PROMO POLISHED NICKEL     |     49 |            4
 Brand#54   | PROMO POLISHED STEEL      |      2 |            4
 Brand#54   | PROMO POLISHED STEEL      |      6 |            4
 Brand#54   | PROMO POLISHED STEEL      |     21 |            4
 Brand#54   | PROMO POLISHED TIN        |      2 |            4
 Brand#54   | SMALL ANODIZED BRASS      |     17 |            4
 Brand#54   | SMALL ANODIZED BRASS      |     21 |            4
 Brand#54   | SMALL ANODIZED BRASS      |     49 |            4
 Brand#54   | SMALL ANODIZED COPPER     |      2 |            4
 Brand#54   | SMALL ANODIZED COPPER     |     21 |            4
 Brand#54   | SMALL ANODIZED NICKEL     |      6 |            4
 Brand#54   | SMALL ANODIZED NICKEL     |     21 |            4
 Brand#54   | SMALL ANODIZED STEEL      |     14 |            4
 Brand#54   | SMALL ANODIZED STEEL      |     17 |            4
 Brand#54   | SMALL ANODIZED TIN        |     49 |            4
 Brand#54   | SMALL BRUSHED BRASS       |     12 |            4
 Brand#54   | SMALL BRUSHED BRASS       |     13 |            4
 Brand#54   | SMALL BRUSHED BRASS       |     14 |            4
 Brand#54   | SMALL BRUSHED COPPER      |     13 |            4
 Brand#54   | SMALL BRUSHED COPPER      |     14 |            4
 Brand#54   | SMALL BRUSHED COPPER      |     49 |            4
 Brand#54   | SMALL BRUSHED NICKEL      |      2 |            4
 Brand#54   | SMALL BRUSHED NICKEL      |     12 |            4
 Brand#54   | SMALL BRUSHED NICKEL      |     21 |            4
 Brand#54   | SMALL BRUSHED NICKEL      |     49 |            4
 Brand#54   | SMALL BRUSHED STEEL       |     12 |            4
 Brand#54   | SMALL BRUSHED STEEL       |     13 |            4
 Brand#54   | SMALL BRUSHED STEEL       |     17 |            4
 Brand#54   | SMALL BRUSHED STEEL       |     49 |            4
 Brand#54   | SMALL BRUSHED TIN         |     17 |            4
 Brand#54   | SMALL BURNISHED BRASS     |      2 |            4
 Brand#54   | SMALL BURNISHED BRASS     |      6 |            4
 Brand#54   | SMALL BURNISHED BRASS     |     17 |            4
 Brand#54   | SMALL BURNISHED BRASS     |     49 |            4
 Brand#54   | SMALL BURNISHED COPPER    |      2 |            4
 Brand#54   | SMALL BURNISHED COPPER    |     21 |            4
 Brand#54   | SMALL BURNISHED NICKEL    |      2 |            4
 Brand#54   | SMALL BURNISHED NICKEL    |      6 |            4
 Brand#54   | SMALL BURNISHED NICKEL    |     12 |            4
 Brand#54   | SMALL BURNISHED NICKEL    |     21 |            4
 Brand#54   | SMALL BURNISHED STEEL     |     13 |            4
 Brand#54   | SMALL BURNISHED STEEL     |     14 |            4
 Brand#54   | SMALL BURNISHED STEEL     |     21 |            4
 Brand#54   | SMALL BURNISHED STEEL     |     49 |            4
 Brand#54   | SMALL BURNISHED TIN       |      6 |            4
 Brand#54   | SMALL BURNISHED TIN       |     14 |            4
 Brand#54   | SMALL PLATED BRASS        |     12 |            4
 Brand#54   | SMALL PLATED BRASS        |     13 |            4
 Brand#54   | SMALL PLATED BRASS        |     49 |            4
 Brand#54   | SMALL PLATED COPPER       |      2 |            4
 Brand#54   | SMALL PLATED COPPER       |      6 |            4
 Brand#54   | SMALL PLATED COPPER       |     17 |            4
 Brand#54   | SMALL PLATED COPPER       |     49 |            4
 Brand#54   | SMALL PLATED NICKEL       |      6 |            4
 Brand#54   | SMALL PLATED NICKEL       |     13 |            4
 Brand#54   | SMALL PLATED NICKEL       |     49 |            4
 Brand#54   | SMALL PLATED TIN          |     49 |            4
 Brand#54   | SMALL POLISHED BRASS      |      6 |            4
 Brand#54   | SMALL POLISHED BRASS      |     13 |            4
 Brand#54   | SMALL POLISHED BRASS      |     14 |            4
 Brand#54   | SMALL POLISHED BRASS      |     17 |            4
 Brand#54   | SMALL POLISHED BRASS      |     49 |            4
 Brand#54   | SMALL POLISHED COPPER     |      2 |            4
 Brand#54   | SMALL POLISHED COPPER     |     12 |            4
 Brand#54   | SMALL POLISHED COPPER     |     21 |            4
 Brand#54   | SMALL POLISHED NICKEL     |     17 |            4
 Brand#54   | SMALL POLISHED STEEL      |      2 |            4
 Brand#54   | SMALL POLISHED STEEL      |     12 |            4
 Brand#54   | SMALL POLISHED STEEL      |     13 |            4
 Brand#54   | SMALL POLISHED STEEL      |     14 |            4
 Brand#54   | SMALL POLISHED STEEL      |     17 |            4
 Brand#54   | SMALL POLISHED TIN        |      6 |            4
 Brand#54   | SMALL POLISHED TIN        |     14 |            4
 Brand#54   | STANDARD ANODIZED BRASS   |      2 |            4
 Brand#54   | STANDARD ANODIZED BRASS   |      6 |            4
 Brand#54   | STANDARD ANODIZED BRASS   |     13 |            4
 Brand#54   | STANDARD ANODIZED BRASS   |     14 |            4
 Brand#54   | STANDARD ANODIZED BRASS   |     21 |            4
 Brand#54   | STANDARD ANODIZED BRASS   |     49 |            4
 Brand#54   | STANDARD ANODIZED COPPER  |     17 |            4
 Brand#54   | STANDARD ANODIZED NICKEL  |      6 |            4
 Brand#54   | STANDARD ANODIZED NICKEL  |     12 |            4
 Brand#54   | STANDARD ANODIZED NICKEL  |     14 |            4
 Brand#54   | STANDARD ANODIZED NICKEL  |     17 |            4
 Brand#54   | STANDARD ANODIZED STEEL   |      2 |            4
 Brand#54   | STANDARD ANODIZED STEEL   |     12 |            4
 Brand#54   | STANDARD ANODIZED STEEL   |     13 |            4
 Brand#54   | STANDARD ANODIZED STEEL   |     17 |            4
 Brand#54   | STANDARD ANODIZED TIN     |     49 |            4
 Brand#54   | STANDARD BRUSHED BRASS    |     13 |            4
 Brand#54   | STANDARD BRUSHED BRASS    |     17 |            4
 Brand#54   | STANDARD BRUSHED COPPER   |     12 |            4
 Brand#54   | STANDARD BRUSHED COPPER   |     17 |            4
 Brand#54   | STANDARD BRUSHED NICKEL   |      6 |            4
 Brand#54   | STANDARD BRUSHED STEEL    |     14 |            4
 Brand#54   | STANDARD BRUSHED STEEL    |     17 |            4
 Brand#54   | STANDARD BRUSHED TIN      |      2 |            4
 Brand#54   | STANDARD BRUSHED TIN      |     17 |            4
 Brand#54   | STANDARD BURNISHED BRASS  |     12 |            4
 Brand#54   | STANDARD BURNISHED BRASS  |     13 |            4
 Brand#54   | STANDARD BURNISHED BRASS  |     21 |            4
 Brand#54   | STANDARD BURNISHED BRASS  |     49 |            4
 Brand#54   | STANDARD BURNISHED COPPER |      6 |            4
 Brand#54   | STANDARD BURNISHED COPPER |     13 |            4
 Brand#54   | STANDARD BURNISHED COPPER |     14 |            4
 Brand#54   | STANDARD BURNISHED NICKEL |     13 |            4
 Brand#54   | STANDARD BURNISHED STEEL  |     13 |            4
 Brand#54   | STANDARD BURNISHED STEEL  |     21 |            4
 Brand#54   | STANDARD BURNISHED TIN    |      6 |            4
 Brand#54   | STANDARD PLATED BRASS     |      2 |            4
 Brand#54   | STANDARD PLATED BRASS     |     14 |            4
 Brand#54   | STANDARD PLATED BRASS     |     49 |            4
 Brand#54   | STANDARD PLATED COPPER    |      2 |            4
 Brand#54   | STANDARD PLATED COPPER    |      6 |            4
 Brand#54   | STANDARD PLATED COPPER    |     13 |            4
 Brand#54   | STANDARD PLATED COPPER    |     14 |            4
 Brand#54   | STANDARD PLATED NICKEL    |     12 |            4
 Brand#54   | STANDARD PLATED NICKEL    |     13 |            4
 Brand#54   | STANDARD PLATED NICKEL    |     17 |            4
 Brand#54   | STANDARD PLATED STEEL     |      6 |            4
 Brand#54   | STANDARD PLATED STEEL     |     13 |            4
 Brand#54   | STANDARD PLATED STEEL     |     14 |            4
 Brand#54   | STANDARD PLATED STEEL     |     49 |            4
 Brand#54   | STANDARD PLATED TIN       |      2 |            4
 Brand#54   | STANDARD PLATED TIN       |     21 |            4
 Brand#54   | STANDARD POLISHED BRASS   |      2 |            4
 Brand#54   | STANDARD POLISHED COPPER  |      6 |            4
 Brand#54   | STANDARD POLISHED COPPER  |     12 |            4
 Brand#54   | STANDARD POLISHED COPPER  |     17 |            4
 Brand#54   | STANDARD POLISHED COPPER  |     49 |            4
 Brand#54   | STANDARD POLISHED NICKEL  |     12 |            4
 Brand#54   | STANDARD POLISHED NICKEL  |     17 |            4
 Brand#54   | STANDARD POLISHED NICKEL  |     21 |            4
 Brand#54   | STANDARD POLISHED NICKEL  |     49 |            4
 Brand#54   | STANDARD POLISHED STEEL   |      6 |            4
 Brand#54   | STANDARD POLISHED STEEL   |     13 |            4
 Brand#54   | STANDARD POLISHED TIN     |      2 |            4
 Brand#54   | STANDARD POLISHED TIN     |     12 |            4
 Brand#54   | STANDARD POLISHED TIN     |     13 |            4
 Brand#55   | ECONOMY ANODIZED BRASS    |      2 |            4
 Brand#55   | ECONOMY ANODIZED BRASS    |     14 |            4
 Brand#55   | ECONOMY ANODIZED BRASS    |     17 |            4
 Brand#55   | ECONOMY ANODIZED BRASS    |     49 |            4
 Brand#55   | ECONOMY ANODIZED COPPER   |     13 |            4
 Brand#55   | ECONOMY ANODIZED NICKEL   |      2 |            4
 Brand#55   | ECONOMY ANODIZED NICKEL   |     12 |            4
 Brand#55   | ECONOMY ANODIZED NICKEL   |     17 |            4
 Brand#55   | ECONOMY ANODIZED STEEL    |      6 |            4
 Brand#55   | ECONOMY ANODIZED TIN      |      6 |            4
 Brand#55   | ECONOMY BRUSHED BRASS     |     14 |            4
 Brand#55   | ECONOMY BRUSHED BRASS     |     49 |            4
 Brand#55   | ECONOMY BRUSHED COPPER    |     12 |            4
 Brand#55   | ECONOMY BRUSHED COPPER    |     13 |            4
 Brand#55   | ECONOMY BRUSHED COPPER    |     49 |            4
 Brand#55   | ECONOMY BRUSHED NICKEL    |      2 |            4
 Brand#55   | ECONOMY BRUSHED NICKEL    |     14 |            4
 Brand#55   | ECONOMY BRUSHED NICKEL    |     17 |            4
 Brand#55   | ECONOMY BRUSHED NICKEL    |     49 |            4
 Brand#55   | ECONOMY BRUSHED STEEL     |      2 |            4
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |            4
 Brand#55   | ECONOMY BRUSHED STEEL     |     13 |            4
 Brand#55   | ECONOMY BRUSHED STEEL     |     14 |            4
 Brand#55   | ECONOMY BRUSHED STEEL     |     21 |            4
 Brand#55   | ECONOMY BRUSHED TIN       |      6 |            4
 Brand#55   | ECONOMY BRUSHED TIN       |     12 |            4
 Brand#55   | ECONOMY BRUSHED TIN       |     14 |            4
 Brand#55   | ECONOMY BRUSHED TIN       |     49 |            4
 Brand#55   | ECONOMY BURNISHED BRASS   |      2 |            4
 Brand#55   | ECONOMY BURNISHED BRASS   |     17 |            4
 Brand#55   | ECONOMY BURNISHED BRASS   |     21 |            4
 Brand#55   | ECONOMY BURNISHED BRASS   |     49 |            4
 Brand#55   | ECONOMY BURNISHED COPPER  |     12 |            4
 Brand#55   | ECONOMY BURNISHED COPPER  |     14 |            4
 Brand#55   | ECONOMY BURNISHED NICKEL  |      2 |            4
 Brand#55   | ECONOMY BURNISHED NICKEL  |      6 |            4
 Brand#55   | ECONOMY BURNISHED NICKEL  |     13 |            4
 Brand#55   | ECONOMY BURNISHED STEEL   |      2 |            4
 Brand#55   | ECONOMY BURNISHED STEEL   |     13 |            4
 Brand#55   | ECONOMY BURNISHED STEEL   |     14 |            4
 Brand#55   | ECONOMY BURNISHED STEEL   |     17 |            4
 Brand#55   | ECONOMY BURNISHED TIN     |      6 |            4
 Brand#55   | ECONOMY BURNISHED TIN     |     14 |            4
 Brand#55   | ECONOMY PLATED BRASS      |     12 |            4
 Brand#55   | ECONOMY PLATED BRASS      |     14 |            4
 Brand#55   | ECONOMY PLATED BRASS      |     17 |            4
 Brand#55   | ECONOMY PLATED COPPER     |     13 |            4
 Brand#55   | ECONOMY PLATED COPPER     |     14 |            4
 Brand#55   | ECONOMY PLATED COPPER     |     21 |            4
 Brand#55   | ECONOMY PLATED NICKEL     |      2 |            4
 Brand#55   | ECONOMY PLATED NICKEL     |      6 |            4
 Brand#55   | ECONOMY PLATED STEEL      |     12 |            4
 Brand#55   | ECONOMY PLATED STEEL      |     17 |            4
 Brand#55   | ECONOMY PLATED TIN        |      6 |            4
 Brand#55   | ECONOMY PLATED TIN        |     14 |            4
 Brand#55   | ECONOMY PLATED TIN        |     17 |            4
 Brand#55   | ECONOMY PLATED TIN        |     21 |            4
 Brand#55   | ECONOMY PLATED TIN        |     49 |            4
 Brand#55   | ECONOMY POLISHED BRASS    |     13 |            4
 Brand#55   | ECONOMY POLISHED BRASS    |     14 |            4
 Brand#55   | ECONOMY POLISHED COPPER   |     14 |            4
 Brand#55   | ECONOMY POLISHED COPPER   |     21 |            4
 Brand#55   | ECONOMY POLISHED NICKEL   |      6 |            4
 Brand#55   | ECONOMY POLISHED NICKEL   |     12 |            4
 Brand#55   | ECONOMY POLISHED NICKEL   |     17 |            4
 Brand#55   | ECONOMY POLISHED TIN      |      2 |            4
 Brand#55   | ECONOMY POLISHED TIN      |      6 |            4
 Brand#55   | ECONOMY POLISHED TIN      |     12 |            4
 Brand#55   | ECONOMY POLISHED TIN      |     17 |            4
